Age,Gender,Marital_Status,Course,Mother_Qualification,Father_Qualification,Previous_Qualification,Displaced,Debtor,Tuition_Fees_Up_To_Date,Scholarship_Holder,Unemployment_Rate,Inflation_Rate,GDP,Admission_Grade,Target
-0.5430007913051087,-0.7486136771881277,-0.29157422960504453,1.0306664680346573,0.2585586215351447,0.010960336793654232,-0.3232398957525634,0.904361713538828,-0.3544574233150925,0.3941632870191482,-0.5595379795713162,-1.011687725200002,0.12373962122957108,1.5632676247349824,-0.8407258382246247,2
-0.5430007913051087,-0.7486136771881277,-0.29157422960504453,-0.9352635900676928,-0.19286299450984654,-0.3508913684122277,-0.3232398957525634,-1.1057522504871786,2.821213308632153,0.3941632870191482,-0.5595379795713162,0.3216871848809534,-0.5384881847530848,0.7938969546074572,-0.04274775249833819,1
0.11620371989245376,1.3358024712507337,-0.29157422960504453,-0.9335424869308118,-0.9452323545848319,-1.1469651198651678,-0.3232398957525634,0.904361713538828,-0.3544574233150925,0.3941632870191482,-0.5595379795713162,0.8931335749156486,-1.1271351234043345,0.34658842546354734,-0.04274775249833819,2
1.5664536445270913,1.3358024712507337,-0.29157422960504453,-0.9301002806570497,1.688060405677617,1.313626475534829,-0.3232398957525634,-1.1057522504871786,2.821213308632153,-2.537019638643873,-0.5595379795713162,1.7693513729688475,-0.6856499194158973,-0.4183091593725387,-2.614010473171929,0
3.5440671781197786,1.3358024712507337,1.373798730743667,1.2122428489756054,1.6128234696701182,1.313626475534829,1.9995001160967243,-1.1057522504871786,2.821213308632153,0.3941632870191482,-0.5595379795713162,1.7693513729688475,-0.6856499194158973,-0.4183091593725387,-1.1559764399930348,2
-0.5430007913051087,1.3358024712507337,-0.29157422960504453,1.027009123868785,0.2585586215351447,1.3859968165760055,-0.3232398957525634,-1.1057522504871786,-0.3544574233150925,0.3941632870191482,-0.5595379795713162,-0.821205595188437,-1.4950394600613657,-1.4023879234891405,-0.39740467948779856,2
-0.5430007913051087,-0.7486136771881277,-0.29157422960504453,1.0173279187238293,1.6128234696701182,1.3859968165760055,-0.3232398957525634,-1.1057522504871786,-0.3544574233150925,0.3941632870191482,-0.5595379795713162,-0.821205595188437,-1.4950394600613657,-1.4023879234891405,0.33161233710164945,2
-0.6748416935446212,-0.7486136771881277,-0.29157422960504453,-0.9352635900676928,-1.095706226599829,-0.3508913684122277,-0.3232398957525634,-1.1057522504871786,-0.3544574233150925,0.3941632870191482,-0.5595379795713162,-1.011687725200002,0.12373962122957108,1.5632676247349824,-0.04274775249833819,2
0.5117264266109912,-0.7486136771881277,-0.29157422960504453,1.2122428489756054,1.688060405677617,1.3859968165760055,-0.3232398957525634,-1.1057522504871786,-0.3544574233150925,0.3941632870191482,-0.5595379795713162,-0.1735663531491161,-0.4649073174216786,0.8967779163105566,1.9374200898594847,2
-0.14747808458657122,-0.7486136771881277,-0.29157422960504453,1.0173279187238293,1.6128234696701182,0.010960336793654232,4.5803223514848215,0.904361713538828,-0.3544574233150925,0.3941632870191482,-0.5595379795713162,1.7693513729688475,-0.6856499194158973,-0.4183091593725387,3.2969383099857525,2
